,ratings,reviews
265,5,Perfect product!Not bad
266,1,UnsatisfactoryIf you want ah good camera don't buy thisIF you're ah gamer don't buy thisNow I am feeling about this phone very bad it's killed my expectation and I can't return this phone now they telling its good but Iam the long time user I never feel bad like this buying mobile in flipkart I already purchased mobile phone in flipkart only that time i am not feel like this but now upset really
267,1,"Did not meet expectationsOne of the worst phone i bought i would say, out of my last 10 years online purchase.  Flipkart customer service team is also not listening the problem correctly from the begining. They sent technical person when i raised request for replacement however the person is interested in closing the ticket quickly rather than focusing problem, even if we are showing our problem via screenshot image. He said that i have to contact customer care team for complaining since this is quality defect rather..."
268,1,HorribleNot up to the mark
269,5,"Classy productSuperb killer performance , features .All things are perfect. Poco products are always no.1 quality and brilliant."
270,1,Worst experience ever!Please don't buy this mobile camera is worst
271,5,WonderfulIt's a very good phone under 15k and really comes with many features which are more than enough in this price range
272,1,WorthlessMobile is hanging. Some time unable to make call. Again need to switch to aeroplane mode and switch to mobile then only able to make call. Also if someone call me number it's showing my mobile number is switch off
273,1,Absolute rubbish!Disappointed with Camera quality. Camera quality is very poor.
274,1,Terrible productWorst product don't go for 8/128 specification. Camera quality is worst. 6000 mah is only for number. Rrfund dinied by flipkart for this product.
275,5,TerrificAmazing phone good to use
276,4,Very GoodGood camera quality
277,5,Fabulous!Good product .Sound quality is best ...Display....Battery is superbCamera Is low but no problem....
278,5,Simply awesomeNice phone
279,5,ExcellentSuperb phone. Value for money.
280,5,Must buy!Nice phone value for money
281,1,Worst experience ever!Pls Guys Don't waste your money Camera quality is so poor which I can't describe Go for samsung or any other Phone but don't buy it
282,5,Worth every pennyOsmmm
283,3,NicePerformance is good but i expected better Display quality is not ok Otrrwise phone is nice at this segment
284,4,WonderfulGreat phone on its segment
285,5,"Must buy!i got phone only in 1 day😊 phone is best all that means battery, camera, display,sounds quality all are best😇 this phone is value for money"
286,1,Did not meet expectationsNothing much impressive. Its your own risk
287,1,"Hated it!Very bad features and Very Poor Quality of Camera resolution, Touch Pad not working as expected processor."
288,1,Utterly DisappointedBad camera
289,1,"Absolute rubbish!Worthless Product,camera is poor quality"
290,5,WonderfulSuper mobile you can buy this
291,5,Terrific purchaseSuper phone
292,5,Classy productI love poco👉🥰🥰minde blowing phoneI really impressive👍👍
293,1,Worst experience ever!only one con after using it till now its front camera is pathetic and if you are a selfie lover then don't think ti take this.i am highly disappointed with front camera.
294,5,Classy productGood phone
295,5,TerrificOverall best smart phone i ever seen in this budget
296,3,Does the jobDisplay:NiceCamera:Really nice more than the expectationsBattery:Medium user hold more than 1day.Heavy user it's back up only 16hrs only. It's not bad but  worth of money!!!
297,5,Great productNice mobile thanks poco M3 brand
298,3,GoodCool phone here's some pictures form the camera
299,5,Perfect product!Poco is the best mobile under this segment.
300,2,MAYNOT BE FOR EVERYONETo be really frank ...Very bad rear camera lack of focus and some clarity problems ... Really dissatisfied with the cameras dont know weather there will be a software update or not ... then display is not that bright some what visible in sunlight... rest are (OK)  not perfect.... currently having thesemajor problem...
301,4,Good choiceOverall good product. But camera quality is very low
302,5,Terrific purchaseValue for money Battery very good performance.Camera good performance.Overall very good.
303,1,HorribleCamera worst in low lights only battery good otherwise low budget phone
304,1,HorribleCamera quality very poor
305,1,Not recommended at allThird class mobile... Waste of money
306,1,"Useless productLess then expected, heating issue, battery performance is not so good 👎 camera quality is so poor"
307,3,"NiceOverall it's a good phone in this range, Camera is not good. But battery performance is good. There is an issue with call functionality sometimes, call will disconnect if you do any multitask, like open chrome or message application while you're in call."
308,5,AwesomeBest
309,5,Must buy!Google camera app on this phone brings great camera quality.No issues with camera.
310,4,Pretty goodSmartphone looks attractive. Very nice features in its price. Camera is good and excellent battery.
311,5,Terrific purchase6 gb ram
312,4,Worth the moneyI this phone for my teen age son. He attends classes and he loved it the display is big and the battery life is good. Its also having IR blaster which helps him to control his room ac and television. Overall he like it so much
313,5,Terrific purchaseNice model
314,5,"Highly recommendedExcellent phone, amazing performance, value for money 👍 Go for it"
315,5,Worth every pennyGood battery💪💪Good display👍👍Best stereo speakers👏👏Nice Ir blaster 👏👏Great Profamence 👍👍Back camera is good💪 but front is bad👎At last most recommend 🙏🙏
316,5,Terrific purchaseSuper cute photos
317,1,"Don't waste your moneyI bought this phone for lectures and assignmets  and not for games. Phone started getting hanged frequently even it's new phone, Waste of 6GB ram. I really doubt whether it's 6gb ram phone.  Poor camera. Battery is drains instead of of having 6000mh. Poor sound quality below expected"
318,5,Fabulous!Cool 👍😎
319,1,"Hated it!Update after usage of more than a month:The screen off function during call is really problematic. While taking on the call, the screen gets on and touch happens due to which the different functions in the phone gets triggered.The device seems to be developing issues. The wifi functionality has become worse. Now, with the door of my room closed, wifi is not latching. I have to keep the phone in direct line-of-sight of the modem and only then the wifi is working.Another issue is being seen ..."
320,1,Absolute rubbish!This product is duplicate Devices are very slow Camera quality is very poor so pls don't buy this product.And Flipkart pls don't support & suggest these kind of products.
321,1,Did not meet expectationsAverage quality not so good....
322,5,Worth every pennySuper mobile with long lastong battrry.. Dual stereo speakers are super. Display v. Goood thank you poco & flipkart
323,1,Useless productWrost camera don't even work as 2MP
324,1,Utterly DisappointedSevere Network Issue.
325,3,GoodGood Product
326,1,Worst experience ever!Worst product waste of money don't go for iy
327,1,Utterly DisappointedVery bad  quality. Display really very bad. Front camera like 2mp. Back camera like 16mp. Please don't prefer this mobile. Really waste if money. Worthless Poco manufacturers
328,1,Utterly DisappointedDo not fall for the good comments... Front camera is like 2 mp quality...
329,5,Great productThis mobile have a large screen n working awsm. best phone in this budget.setisfied.
330,5,Great productThis mobile have a large screen n working awsm. best phone in this budget.setisfied.
331,4,Good quality productVery nice poco m3 phone good camra
332,3,Does the jobPhone shows a little lag while performing tasks.Camera is a disappointmentDisplay and audio is good.Battery is a big plus point with fast charging.Other good options available.
333,3,NiceCamera not that good
334,1,Waste of money!Camera quality is very bad and features so so normal don't buy anyone
335,1,Not recommended at allValue for money but mobile is not so good
336,1,"Useless productNot fully charged,100% not charging."
337,5,Great productCool
338,1,Worst experience ever!Poor selfie camera
339,2,Expected a better productI bought two poco m3 blue and black for personal uses. From two black mobile have manufacturing defect in cameras which was in service center now. And other one is blue which I am using -lagging problem is still I am not using too much app.. 6 gm ram is just show off
340,1,Hated it!Poor front camera quality just like an VGA Camera. Back camera gives an bright colour of images.
341,5,WonderfulCamera is good Battery is stunningPorfomence  is also cool Colour is quite good ....Charging port should be other type
342,2,Could be way betterI can't believe that a 48 mega pixel camera have such a bad image. the quality of image is worst then 13 Mega pixel camera. the camera of this phone is just a trash.
343,1,"Don't waste your moneyCamera quality bakwas, fast charger but no fast charging ,display OK okCamera front very poor  red picture show and back camera quality 48MP but picture not good"
344,1,Did not meet expectationsCamera quality very bad.. Please go another option
345,5,AwesomeBest phone 👍
346,1,Absolute rubbish!Camera  video call worst working
347,3,"NiceThe volume level is low despite stereo speakers. The performance of the processor is not very good. They should have provided a higher version, even if it meant some increase in the price"
348,1,Utterly DisappointedThe Mobile Is Good Looking But The Camera Is Ruff And Bad Quality...
349,4,WonderfulGood product 👍
350,3,NiceCons .. Google Dialer & message message  are  default.Display little bit disappointed  compare to realme phones..Some bloatware apps are preinstalled. Uninstall it.. Pros..Otherwise performance ok .Sound ok.Camera ok in this budget.No heating issue.. still now Battery backup good.
351,5,Fabulous!Good phone at this price... You can go for it
352,4,Good choiceA phone which has a decent processor with great battery and beautiful looks.
353,2,"Not goodHanging problem, camera is not at this range battery is good processor is so slow"
354,3,"GoodPros : 1. good configuration at budget price2. Lightweight at 6000 mah battery3. Touch is softCons : 1.Biggest problem is with front camera in night time, it is coming like VGA,  i dont know it is software issue or hardware issue. 2. PIcs are not coming natural, if it is software problem then company should rectify it.3.Sometimes unlocking with side finger not working, must have to unlock thorugh pin or whatever u set.4. Call recording is disabled,  enabled option but it is always d..."
355,4,Worth the moneyGood quality product 👍
356,4,Good quality productAverage performance but value for money call recording option is not available & camera is average
357,5,Classy productnice product
358,1,HorribleEkdum bekar phone h ghatia quality don't buy China products they are making fool go for samsung and nokia Or htc Or apple. After getting good internet apps are not running while youTube is running at 720P.isiliye bol rha hu i wasted my money. You don't go for it buy other genuine product
359,4,Nice productBattery charging 🔋👎 camera good display good sound very good
360,2,Not goodIt's a Chinese phone labelled as POCO with 2 MP rear camera labelled as 48MP and no selfie camera(useless water notch) Performance - averageBattery - good Camera - very poor
361,5,Super!0000 nice
362,1,Hated it!1. Battery is 6000mAh but you will get only 5 to 6 hours of full charge.2. Display is very very bad.3. Phone is too laggy even for basic day to day operations.4. Don't know what to do with 22 W fast charger.5. Not value for money.6. Cheap plastic.7. Poor design but good color.
363,5,"AwesomeExcellent Product, love it 🙂👍"
364,4,"Value-for-moneyBudget phone,Premium phone features Best processor Big displaySatisfied Camera Better rear cameraFront cam just okAvoid camera side it's one of the best option for medium budget phones"
365,1,Don't waste your moneyVery low quality camara and display is yellow shade. Phone very heating disappointed this phone
366,5,AwesomeGood experience
367,5,Super!Osem
368,4,"DelightfulAfter hiking mobile prices this is the best ever budget mobile on this segment,don't go for redmi 9power,Pros:RamDesignBattery,Back camera (not better than redmi note8)Cons:Front camera,Weight,Snap dragon 6 series."
369,5,ExcellentDefiantly a great phone. Specifications are perfect for the price range. Best of the mid-range smart phones.
370,5,Best in the market!Value for money but camera quality is just bad
371,5,AwesomeValue for money . Yellow colour just look awesome. If you want to buy this phone go for the yellow colour
372,4,Good choiceOssum
373,5,Mind-blowing purchaseBattery life superrr
374,1,"HorribleI was disappointed buying pocom3, worst battery backup, it drains very fast, the main purpose of buying this phone only is 6000 mah battery,Flipkart played a game selling bulk volume of phones,We budget people's getting cheated by this attractive advertisements."
375,1,"HorribleI got this phone on sunday...looking at positive reviews(which i now believe were all framed) on monday i made my first call and the other party was not able to hear my voice so i asked for replacement, after lot of hardwork I somehow was able to return this phone. My advice is simple - please don't buy this cheap quality phone."
376,4,Very GoodCamera is awesome especially Portrait mode.
377,5,TerrificNice phone and performance overroll good camera   and processer on this range
378,5,Mind-blowing purchaseSuper phone i loved it
379,1,WorthlessThe front camera of the phone is very poor. During video call or selfie the quality is unsatisfactory. Pls don't buy
380,5,Mind-blowing purchaseSuper phone i loved it
381,1,WorthlessThe front camera of the phone is very poor. During video call or selfie the quality is unsatisfactory. Pls don't buy
382,1,Very poorNot expected as per you requirment and also facing problem from 4th day but not ready to replace the product from Flipkart and asked to connect with insurance person they will certifide after that they can replace the product. Insurance person cam and format the mobile and rejected replacement request. Again from 12th day I face multiple issues in mobile but now Flipkart 10 day replacement warranty has over. So again I connect with insurance person they take mobile for 15 day to check till th...
383,5,Worth every pennyNice phone📱📱 ❤❤❤❤
384,5,TerrificValue for money👌👌
385,4,Value-for-moneyDesign is worlds  no. 1
386,5,Great productBest smartphone Best camera 📷Best battery lifeBest design At this price range
387,1,Very poorI HAVE TO HARD PRESS THE POWER BUTTON IN ORDER TO USE THE FRINGERPRINT. THAT MEANS WHEN MY PHONE IS IN SLEEP IT DOES NOT READS MY FINGERPRINT.
388,3,FairCamera not upto mark Heating issue while charging Speaker and sound low ratedWeight is more
389,4,"Good quality productI have received that last evening, battery was nil, charging take nearly 90 minutes, according to price range it's nice as of now."
390,5,Highly recommendedCompany claim Poco M3 OP performer.... And it's 💯truth
391,1,Did not meet expectationsThe headphone pin on phone is not fitting  for many earphones
392,4,"WonderfulMainly color,look is awesome. 🥰My Suggestion is  buy yellow one. 😇With google cam camera is great.🤓In this price range only the best phone we will get. 🤑"
393,5,Worth every pennyPhone is good but in camera there is a defect when clicking a photo.... It's getting yellowish.... Other wise great phone....On these price range... If they can give SD665 then it will be more value for money.....
394,4,Really NiceI am a moderate user and so my reviews are based on that. The performance of the mobile is good. The only draw back is that the mobile gets heated up while charging. No other issues I am facing so far (from last 2 months).
395,5,"Terrific purchaseReally a great budget phone go for it without a doubt if you are a mid range phone user. Please dont buy this smartphone  if you have used a flagship device and are  degrading to this phone. Also, don't update the device since there are plenty of bugs in the current miui , always check YouTube for the review of the updates if the update is good and smooth update your device otherwise dont, please don't. One more thing please downolad Google camera for clicking better pictures , search on YouT..."
396,5,Mind-blowing purchaseSuper product
397,1,"Utterly DisappointedWhy the hell u rejecting this , POCOM3 SAYS 48MP CAMERA but give VGA camera worst experience, trying to return it ,both time the technician cancels it ,then good keep technician and pooja karo uski,I wil be deactivating my account ,flipkart is not responding to customer problems,they pay for good products flipkart handles then worst product upon complaint no gratitude of take it back ,this is last purshachebi made"
398,5,Must buy!Good camera
399,5,Great productIt's run pubg smooth smooth in lower setting
400,5,"Great productNice rugged phone worth for money best for average user..Pro's    Dual speaker    Battery (6000 mah)   No ads, no bloatware apps"
401,5,Just wow!Polli sanamVere level Kidukachi Nice product
402,3,Does the jobsad happy
403,5,Mind-blowing purchaseValue for money
404,5,AwesomeWonderfull product excellent phone value for money
405,4,Nice productLow price...quality best
406,4,DelightfulLow budget High qualities
407,5,Mind-blowing purchaseExcellent product value for money
408,5,"Best in the market!I am writing this review after using for 1 month, The battery performance is too good and back camera quality is not so bad but the front camera made so disappointed , we get all blur photos , It's take Only 2hours for charging from 20% to get full I want to say thanks to flipkart to providing a good service in very low price. I can say this, this is the Cheapest phone in India with this all good quality"
409,5,Fabulous!Poco m3 phone is good.I choose blue variant of this product...I am happy with this product ... Camera is good and battery performance is excellent...sound quality is nice.. 😍❤️
410,5,Great productExcellent camera is very good and battery performance is very good
411,5,Great productVery good
412,2,Not goodCharging takes long time
413,5,Terrific purchaseUnderl 11k mobile is too good and performance are absolutely fantastic. Design look not bad. Overall my rating 4.2
414,5,BrilliantNice mobileBut camera is average
415,2,Slightly disappointedNowadays people wants camera phone bt camera of this phone poco M3 is too poor..And don't purchase it from Flipkart because Flipkart not returnable..there is lots of drama happens in returning or replacing process but it's all are drama.. finally Flipkart not returning or replacing it...
416,1,"Very poorNot able to play pubg in mobile,Gyroscope is too late"
417,3,NiceCall recording features is pathetic.When press call record button opposite person get a voice message that call record has started and when you off the record button opposite person also get the voice notification.There is no different slot for call recording. You find the call records in call log. If you delete the call the you miss the record also.This is a highly recommend but underrated features. Call record features are not mentioned anywhere.
418,5,Terrific purchaseNice product
419,5,Terrific purchaseGood phone under 12K. It beats realme and samsung under same budgets with mire specs like ram and storage
420,3,NiceCall recording features is pathetic.When press call record button opposite person get a voice message that call record has started and when you off the record button opposite person also get the voice notification.There is no different slot for call recording. You find the call records in call log. If you delete the call the you miss the record also.This is a highly recommend but underrated features. Call record features are not mentioned anywhere.
421,5,Terrific purchaseNice product
422,5,Terrific purchaseGood phone under 12K. It beats realme and samsung under same budgets with mire specs like ram and storage
423,5,Fabulous!Good pk
424,4,"Very GoodThere's some reddish in images captured on Poco M3.Display is good.Battery life is good.But, there's some heating usses while gaming (1-2hr)If u need a gaming phone, then it's the best in range."
425,5,ExcellentI'll loved it this mobile value of money.... Thank you Xiaomi for giving this mobile very smooth and nice performance.....
426,5,Best in the market!Value for money
427,3,Decent productNot upto the mark. Google chrome hangs and not displaying properly. Battery is not like as expected. I'm using whatsapp only for that alone battery gone down in 50% to 10% in 4hours. Camera quality is very poor. This device is just for money fit.  They should improve alot.
428,5,TerrificHit issue
429,4,Pretty goodAwsome mobile in affordable price
430,5,ExcellentVery good one
431,5,Terrific purchaseDelivery man was very worst
432,2,Expected a better productDon't expect enough..it's an average phone. Slow motion video recording starts as a normal recording first than slow..i think Samsung gives a better camera and screen quality...poor touch
433,1,"Horrible1) Delevery time for pre paid 7 days, cod timing 2 days2) automatic call recording not given. 3) manual call recording also worst , while recording it says this call recording it hears for myself and opposite caller also. 4) phone has heat issues5) while charging phone over heated6) charging very slow7) battery performance super"
434,4,Very GoodOverall phone performance is good But camera quality would have been better
435,5,Worth every pennyGood phone in low price
436,3,GoodBattery hitting issue
437,3,"Does the jobOverall ok... irritating ads available all time...and mobile slow than moto same segment...Good things camera and battery ok quality... battery not like 5k mh but its like 4k mh ..Touch response not so good ...as others poco ,redmi mobile."
438,5,"Awesome""Overall best deal considering the price point""Camera is  decent ,Last long battery,Nice performanceGood displaySound Quality is also goodIn short : It is all rounder phone as per price"
439,3,GoodRedmi 9 Xiaomi  chnge  poco m3
440,2,Not goodMobile is getting heated easily and also the camera quality is poor... they don't have the return option which is irritating..
441,5,Worth every pennyLike it💞 but no camera qualityCamera is poor Yellow is op 💛💛
442,4,"Worth the moneyIam really happy with my Poco m3, Got yellow colour,looks amazing, screen resolution really good, even though 6GB RAM feel sluggish in performance, battery last for 2 days with normal task and internet surfing, don't know why people are complaining about camera quality, pictures are vibrant with good contrast......should definitely go people looking for sub-15k budget phone"
443,4,"Good choiceNice phone in this budget front camera is little bit bad but ok under this price portrait is also good and the best thing is 6000mah battery is🔋🔋,👌"
444,5,Super!Go for It.. One of the best mobiles in budget range.. Don't get confused..  I personally liked it.. Go  for it
445,5,Simply awesomeOutstanding performance
446,5,Terrific purchaseThanx poco and Flipkart. I am totally satisfied by this phone.
447,5,Worth every pennyMore than Amazing. Stunning looks..bigger battery..good display. Flagship in budget price.
448,5,Great productgood phone and cost control
449,5,Just wow!Value for money best part is designed and battery..
450,4,Nice productGood
451,4,Nice productOn first sale I bought this mobile for exchanging my Redmi Note 5pro.obviously it's better when compared with Note 5 pro. After using for one day I'm writing this review. Pros:Long lasting battery comes for 2 daysDisplay is good. Touch is sensitive. Sound is stereo speakers. Finger print sensor below volume buttons. Look of the phone. I purchased yellow. Looks good. Cons: Camera some times gives over colour pictures. Due to it's plastic built body your phone vibrates when you talk o...
452,3,Does the jobDecent product but not happy with battery performance. It's 6000mah but working like 4000mah
453,5,Simply awesomeAwesome
454,5,Just wow!Fast delivery and fabulous
455,4,"Really NiceOk,Ok Mobile.. Auto brightness is not performing well, It feels that phone needs to be more brighter.. battery charging time is about 100 mins.. which i think is a lot more, when u say u have 18W charger, Regarding media, When u play youtube, its ok, It should be some more better, bur yes u can buy it.. if u need budget smart phone.."
456,4,Worth the moneyBest budget phone...Awesome phoneBattery 5/5Camera 4/5Performance 5/5Style 5/5
457,5,WonderfulMobile very super battery backup super and very nice mobile
458,1,Utterly DisappointedPoor camera qualityBattery performance like 4500mAh After using 4 month black screen when calling can't cut the call or make another call or use keypad... Very bad experience with poco mobile phoneDon't buy in this budget you can go for other brand not pocoNot getting perfect support they says in the reset the mobile... After resetting same issue... Waste of money When playing Candy Crush there are too much lags... Display quality betterLow weight
459,5,Terrific purchaseNice mobile but camera is not good
460,1,HorribleBad quality and poor battery and pls don't take the mobile please.and World worest mobile poco m3
461,1,"Hated it!Third class mobile this is and has problem with front camera , it. Shows red colour in photos.."
462,4,WonderfulAmazing
463,4,Worth the moneyCamera Not Good But Mobile Value for money
464,5,ExcellentExcellent
465,5,TerrificAwesome👌🏻👌🏻👌🏻
466,5,Best in the market!good
467,4,"Good choiceIm so happy😊😊😊😊 This products is so beautiful😍😍😍😍❤❤✨❤❤Performance so better but front camera is very bad, week,"
468,4,Very GoodNot bad 👎
469,5,WonderfulIt is value for money nice phone
470,5,Just wow!Nice product
471,5,Mind-blowing purchaseBest in pocket friendly
472,5,AwesomeMind blowing
473,5,Best in the market!Value for money. Best product at this price range
474,5,AwesomeSuper
475,1,Hated it!Based on my 20 days experience:Worst Camera Quality. Heating Problem. Lag Issue. Slow Charging.Bad display quality. Display issue in sunlight. Don't go by spec mentioned.You will find better smartphone on MI and Samsung in this price range.
476,5,Best in the market!Vere good
477,3,FairGood product
478,1,Terrible productI'm will not order any items by the flipkart in future.
479,5,Worth every pennyAs per price its good
480,1,Hated it!Based on my 20 days experience:Worst Camera Quality. Heating Problem. Lag Issue. Slow Charging.Bad display quality. Display issue in sunlight. Don't go by spec mentioned.You will find better smartphone on MI and Samsung in this price range.
481,5,Best in the market!Vere good
482,3,FairGood product
483,1,Terrible productI'm will not order any items by the flipkart in future.
484,5,Worth every pennyAs per price its good
485,2,"Slightly disappointedMobile design is good, performance is good but only the thing camera quality is not good"
486,1,Worst experience ever!Waste of Money.Camera quality is very poor.Battery backup isn't good.
487,5,"Best in the market!After using of 2days, there are some issue in display, picture not clear and also they using very cheap camera not only that also problem on flash while it using on night. Over all performance very good and also veery good battery service. Sound quality very good. In this budget it's very good. For daily user must buy but who are selfi lover they can go for another one.... After all value for money..."
488,3,Just okayGood camera .....my friend ( in gray tishrt) chota kallla like very much ..
489,4,"Worth the moneyPicture quality is average, it maybe correct after the update. Otherwise device is good. It's a value for money."
490,1,"Hated it!Very poor performance Its software, camera and battery are very weak."
491,1,Waste of money!product is not good .. camaca quality is very bed   also prosier is very slow
492,3,Does the jobCamera is bad
493,2,Slightly disappointedAverage Product
494,1,WorthlessProduct good but not satisfied.
495,1,Hated it!Display is glued it properlyWorst camera
496,2,ModerateCamera is not clear and connect to mobile charging hitting
497,5,WonderfulNice
498,5,ExcellentNice mobile but camera perforation is low
499,1,Hated it!Selfie camera very bad and bad product
500,4,Worth the moneyValue for money phone
501,4,Pretty goodGood product and good battery backup
502,5,WonderfulExlent cemera
503,5,AwesomeVery nice phone. I'm not able to say how nice it is. Value of money 🤑. Front camera 📷 is some what poor but not so bad . Back camera is classic.
504,4,Good choiceBattery drains quickly. Charging time is more. Other than that the product is worth for money and touch is smooth. Camera quality is very bad
505,1,"UnsatisfactoryThis mobile has a huge overheating issue. You can't even use a phone for straight 15-20 minutes as it started getting hot. Also, camera quality is not as good as expected.I requested for replacement within time frame but flipkart CS team rejected it without resolving the issue. We had a conversation couple of time and the conclusion was to switch sim card to other phone do that we can perform the troubleshooting steps on this new phone. I did the same and waited for the callback from their ..."
506,3,NiceBattery gets heated up very soon. Not expected from this phone.Camera is average. Front camera clarity isn't good.Not satisfied with this purchase.
507,5,Super!Good mobile
508,5,Simply awesomeExcellent performance and value for money in the price band segment
509,1,Don't waste your moneyWorst Camera... Battery Ok...
510,1,Very poorHanging problem. Don't buy waste of money. Camera too wrost
511,1,"Absolute rubbish!I bought this phone because of better specifications compared to any other mobile at this cost...But it really disappointed me because of sudden reboot/restarting of poco M3 even though I have used 5% storage.I have updated the software in settings and even though updated all the pre installed apps and still faced this issue..Very worst experience faced because of Xiaomi poco M3 I sent a return request, kindly pickup and refund the amount to my bank account"
512,5,Must buy!Good phone and good sale for flipkart ❤️❤️
513,4,DelightfulCamera quality is not good
514,5,"Fabulous!Only Front camera is average, otherwise all is good"
515,5,Classy productBest phone under 12k
516,1,"Worst experience ever!Camera is worst but the service of Jeeves is more worst bcz camera not properly work but they told that we can check only pixel.but there are problems in colour.waste of money ,may be last product purchase from Flipkart"
517,1,WorthlessPathetic camera. Poor front and back camera. Megapixels are just for name sake. Really very disappointed with pictures really not worth.
518,1,Worst experience ever!Front camera quality is too poor....
519,1,WorthlessNothing is good
520,3,GoodIt's ok... satisfactory... not for selfie person.Other wise ok.
521,4,Good quality productMultimedia users can blindly buy it..
522,4,Really NiceMind blowing purchase terrific battery
523,5,Perfect product!Goood
524,5,Terrific purchaseVery good phone value for money Waiting for gift hamper from poco for first review 😍
525,5,BrilliantVery good mobile
526,5,Simply awesomeGood product value of money
527,3,Does the jobCamera is not good enough   Selfie camera is very bad But in this price good to buyBecause of 6gb ram
528,4,DelightfulGood
529,5,AwesomeGood
530,1,Utterly DisappointedI have a worse experience with this mobile in build quality and performance
531,5,Classy productOp phone can free fire without any lag i play op performance
532,2,"Bad qualitycamera very bad ,,,,, phone is hit problem   am very disappointed purchesd this model ,,,,,,,,,,,,,,,,,"
533,5,BrilliantExcellent manufacturing
534,4,WonderfulBest phone in 11 k U can buy this product.Phone performance is too good.Front camera is average.
535,5,Best in the market!Front camera in whatsapp video call little bad but overall performance excellent
536,3,Decent productGood budget phone at this price. Camera and performance are better.Battery didn't perform as 6000 mahBattery drains little faster compared to another 6000 mah phone battery.There's a heating problem while charging and gaming.
537,5,"Great productThis mobile is the beast in this price segment. Performance is excellent, battery is very good and camera is very good, display is fantastic and at last this is the all rounder in this price segment."
538,3,"Does the jobCamara ok ok, sound quality is not good, on full volume voice is not good, battery is good but charging is as normal charge not to expect fast charging, overall only budget phone."
539,5,Excellentgood performance
540,4,WonderfulBest phone in 11 k U can buy this product.Phone performance is too good.Front camera is average.
541,5,Best in the market!Front camera in whatsapp video call little bad but overall performance excellent
542,3,Decent productGood budget phone at this price. Camera and performance are better.Battery didn't perform as 6000 mahBattery drains little faster compared to another 6000 mah phone battery.There's a heating problem while charging and gaming.
543,5,"Great productThis mobile is the beast in this price segment. Performance is excellent, battery is very good and camera is very good, display is fantastic and at last this is the all rounder in this price segment."
544,3,"Does the jobCamara ok ok, sound quality is not good, on full volume voice is not good, battery is good but charging is as normal charge not to expect fast charging, overall only budget phone."
545,5,Excellentgood performance
546,5,Mind-blowing purchaseI like this phone very much
547,5,Just wow!Very very best phone under this price love it
548,3,Does the jobBrightness is not great when are at outsideGyroscope not working well
549,4,"Good quality productBattery🔋 performance is like a 4000mah.Display is goodCamra : videography is super , photography is average.Storege heavy."
550,1,Terrible productDidnt like the product and had not option for a refund
551,1,Did not meet expectationsCamera quality is very bad. Display also very poor.
552,5,Excellenti am writing this review after using it after 2 months. camera is not so good. performance is ok. display is good  although value for money i bought this mobile at 9500 and i thought at this price specifications is ok. but they need to increase camera quality.
553,2,"Not goodWhen anyone call , sometime it doesn't shown however, phone get ringging."
554,1,Not recommended at allBad products
555,1,"Don't waste your moneyPhone battery performance seems to be very worst. There is no issue for first 10 days. After than  heating issue in mobile as well as charger. Product seems to faulty and battery performance not equal to 3000mah very worst battery performanceHeating issue , felt like phone will going to blast on most of times. Flipkart team - kindly help us this kind of issue on priority"
556,1,WorthlessVERY BAD PRODUCT
557,2,Not goodFront camera no good. Display view angle is not good.without back cover mobile is sleeping from hand.
558,2,Not goodSelfie camara is very bad and main camara is not better but main camara is average
559,2,ModerateAverage product
560,2,Expected a better productGet hot while charging
561,3,FairNot satisfied
562,5,"Classy productA fabulous smartphone within budget... A needed a gaming phone with huge battery backup along with high resolution camera and magnetosensor for accurate and directional navigation... Being a lazy  person, I also wish for infrared blaster in phone so that I don't need to look for tv, dish, music system remotes at home... This phone has everything what I needed and what I wished... That too comes under budget.."
563,5,Fabulous!It is most likely device for my working labourers
564,5,Must buy!It is very good smart phone in this value.
565,2,Could be way betterMicromax in 1 is much better than poco in build quality and features and looks. Poco cam is poor display is Ok type poco have stereo speakers but it's just sound like a single speaker .lag in performance THERE. ARe So much Annoying ADS
566,4,Value-for-moneyCamera i s doing good
567,5,Mind-blowing purchaseNice phone Camera A1Best Bettry
568,1,UnsatisfactoryDo not support video call .
569,4,Really NiceBudget mobile
570,4,Very GoodNice
571,1,Did not meet expectationsHeating Problem
572,3,Decent productPhone is bit heavy and a noticeable amount of lags In the performance . There is always a delay when switch from one app to another app.
573,4,Good quality productExcept camera all performances are good and worthful
574,3,Just okayOverall Good Phone But Camera Quality is Very bad
575,4,Very GoodGood camera and battery backup
576,4,Pretty goodNice phone...go for it
577,4,DelightfulGood mobile only for display and battery
578,3,NiceNot satisfied with this I already have m2 it's also. Like that not like 6/128
579,5,"Just wow!I use the mobile more than 7 month, I didn't face any problem"
580,4,Worth the moneyFront Camera is not good picture taken from front camera look like VGA camera quality else every thing is ok
581,4,DelightfulI gave 4 stars because front camera quality is poor except that remaining features are excellent and value for money but for me front camera is disappointed
582,3,Does the jobOverall good..as this is the 2nd day difficult to analyse..but the call quality sound is very low..but speaker is good..while talking audio is not audible.. very low
583,5,Classy productReviewing after 1 month of use. 5 star for battery backup 6000 mah batter fulfill your all gaming & operational requirement. 6GB RAM is amazing at this price. Camera quality is average to good. It's basically gaming & operation purpose phone. For camera centric people may be go with higher variant
584,2,"ModerateDidn't seems to be 6Gb Ram Phone, Very slow processing phone."
585,5,AwesomeIt's so good👍
